Business Name,Business Open or Closed?,Delivery/Take Out Only/Online Sales,Business Address,Business Phone Number,Business Website,Business Facebook Page,Business Twitter Page,Business Instagram Page,Last Modified Date/Time,Address,Latitude,Longitude,Accuracy Score,Accuracy Type,Zip,Source
Massage Ultra,Closed,NA,2107 Mass. Ave.,NA,https://www.massageultra.com/,NA,NA,NA,2020-03-22T17:22:34Z,2107 Massachusetts Ave,42.391765,-71.12362,1,rooftop,02140,City of Cambridge
Matthew Feldman Gallery,Closed,NA,370 1/2 Huron Ave.,(617) 876-1011,http://www.matthewfeldmangallery.com/,NA,NA,NA,2020-04-07T20:04:22Z,370 1/2 Huron Ave.,42.380994,-71.138918,1,rooftop,02138,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Mayflower Poultry Company,Open,Take Out,621 Cambridge St,(617) 547-9191,http://www.mayflowerpoultry.com/,NA,NA,NA,2020-03-27T18:19:44Z,621 Cambridge St,42.371987,-71.086584,1,rooftop,02141,City of Cambridge
Mead Hall,Closed,NA,4 Cambridge Center 1st floor,NA,https://themeadhall.com/,NA,NA,NA,2020-03-21T19:44:33Z,4 Cambridge Center 1st floor,42.363312,-71.087597,1,rooftop,02142,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
MexiCali Burrito,Closed,NA,500 Technology Square,NA,NA,NA,NA,NA,2020-03-21T19:44:33Z,500 Technology Square,42.363465,-71.092452,1,rooftop,02139,City of Cambridge
Michaels,Closed,NA,Porter Square Shopping Mall,NA,http://locations.michaels.com/ma/cambridge/,NA,NA,NA,2020-03-27T18:19:44Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Middle East,Closed,NA,472-480 Massachusetts Ave,NA,http://www.mideastoffers.com,https://www.facebook.com/mideastclub,NA,https://www.instagram.com/mideastclub/,2020-03-22T11:54:38Z,472-480 Massachusetts Ave,42.363859,-71.101435,1,rooftop,02139,City of Cambridge
Middlesex Lounge,Closed,NA,315 Massachusetts Ave,NA,http://www.middlesexlounge.us/,NA,NA,https://www.instagram.com/middlesexlounge/?hl=en,2020-03-22T12:16:14Z,315 Massachusetts Ave,42.362458,-71.098468,1,rooftop,02139,City of Cambridge
Midwest Grill,Open,"Delivery
Take Out",1124 Cambridge Street,617-354-7536,https://midwestgrillrestaurant.com/cambridge-location-1,https://www.facebook.com/MidwestGrill,NA,https://www.instagram.com/midwestgrill_brazilian_bbq/,2020-04-05T18:05:03Z,1124 Cambridge Street,42.373008,-71.095921,1,rooftop,02139,City of Cambridge
Mike's Monster Guitar,Closed,NA,896 Massachusetts Ave,NA,https://mikesmonsterguitar.com/,https://www.facebook.com/MikesMonsterGuitar/,NA,NA,2020-03-22T10:37:12Z,896 Massachusetts Ave,42.368023,-71.108264,1,rooftop,02139,City of Cambridge
Mike's Pastry,Closed,Online Sales,11 Dunster St,617-661-0518,https://www.mikespastry.com/,https://www.facebook.com/mikespastry/,NA,https://www.instagram.com/mikespastry/?hl=en,2020-04-05T18:05:03Z,11 Dunster St,42.373,-71.118993,1,rooftop,02138,City of Cambridge
Mint Julep,Closed,Online Sales,6 Church St,NA,https://www.shopmintjulep.com/,NA,NA,https://www.instagram.com/shopmintjulep/,2020-03-23T15:12:53Z,6 Church St,42.374326,-71.119265,1,rooftop,02138,City of Cambridge
Miracle of Science,Closed,NA,321 Massachusetts Ave,NA,http://www.miracleofscience.us/,NA,NA,https://www.instagram.com/miracle_of_science/,2020-03-22T12:16:14Z,321 Massachusetts Ave,42.362608,-71.09867,1,rooftop,02139,City of Cambridge
Misrak Beauty Salon,Closed,NA,2368 Mass. Ave.,(617) 354-0308,NA,https://www.facebook.com/MisrakProfessionalHairStylistAtSakPaseSalon/,NA,NA,2020-03-22T18:35:12Z,2368 Massachusetts Ave,42.39663,-71.129614,1,rooftop,02140,City of Cambridge
MIT Coop,Closed,Online Sales,80 Broadway,NA,https://store.thecoop.com/closing-announcement/,NA,NA,NA,2020-03-23T13:36:00Z,80 Broadway,42.36351,-71.086769,1,rooftop,02139,City of Cambridge
MIT Museum,Closed,NA,265 Massachusetts Ave,NA,https://mitmuseum.mit.edu/,NA,NA,NA,2020-03-21T22:32:14Z,265 Massachusetts Ave,42.362,-71.097448,1,rooftop,02139,City of Cambridge
MIT Press Bookstore,Closed,NA,301 Massachusetts Ave,NA,http://mitpressbookstore.mit.edu/,NA,NA,NA,2020-03-21T22:32:14Z,301 Massachusetts Ave,42.362361,-71.098305,1,rooftop,02139,City of Cambridge
Mit-It Restaurant,Open,"Delivery
Take Out",1678 Mass. Ave.,(617) 547-0212,https://www.mixitrestaurant.com/,NA,NA,NA,2020-03-23T13:36:00Z,1678 Massachusetts Ave,42.382394,-71.119845,1,rooftop,02138,City of Cambridge
MK Hair Studio,Closed,NA,One Kendall Square,NA,https://www.mkhaircambridge.com/,https://www.facebook.com/mkhaircambridge/,NA,NA,2020-03-21T19:44:33Z,One Kendall Square,42.366971,-71.090615,0.33,place,02138,TIGER/Line® dataset from the US Census Bureau
Mobile Gas Station,Open,NA,2615 Mass. Ave.,NA,NA,NA,NA,NA,2020-03-22T17:42:44Z,2615 Massachusetts Ave,42.401032,-71.135316,1,rooftop,02140,City of Cambridge
Mobilia Gallery,Closed,Online Sales,358 Huron Ave.,NA,https://www.mobilia-gallery.com/,https://www.facebook.com/Mobilia-Gallery-120490067557/,NA,https://www.instagram.com/mobiliagallery/,2020-03-23T13:36:00Z,358 Huron Ave.,42.381123,-71.138539,1,rooftop,02138,City of Cambridge
Modern Homebrew Emporium,Open,Delivery,2304 Mass. Ave.,(617) 498-0400,https://beerbrew.com/locations/mhe/,https://www.facebook.com/ModernHomebrewEmporium/,https://www.facebook.com/ModernHomebrewEmporium/,NA,2020-04-05T18:11:39Z,2304 Massachusetts Ave,42.395205,-71.128013,1,rooftop,02140,City of Cambridge
Mogi'z Hair Salon and Art Gallery,Closed,NA,544 Cambridge St,(617) 714-3382,http://www.mogizalon.com/,NA,NA,NA,2020-03-22T09:28:14Z,544 Cambridge St,42.371644,-71.085384,1,rooftop,02141,City of Cambridge
Mohawk Shade and Blind,Closed,NA,2098 Mass Ave,(617) 868-6000,https://www.mohawkshade.com/,https://www.facebook.com/mohawkshades/,NA,NA,2020-03-27T18:19:44Z,2098 Massachusetts Ave,42.391434,-71.123675,1,rooftop,02140,City of Cambridge
Momi Nomi,Closed,NA,1128 Cambridge St.,(617) 945-7328,http://www.mominonmi.com/,NA,NA,NA,2020-04-22T19:52:07Z,1128 Cambridge St.,42.373033,-71.096104,1,rooftop,02139,City of Cambridge
Mona Lisa Pizza,Open,"Delivery
Take Out",1625 Cambridge St.,(617) 491-1888,http://monalisacambridge.com/index.php,NA,NA,NA,2020-04-22T19:52:07Z,1625 Cambridge St.,42.374972,-71.109164,1,rooftop,02138,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Monella,Closed,Online Sales,29 Brattle St,NA,https://www.monellaboutique.com/,NA,NA,NA,2020-03-23T14:52:45Z,29 Brattle St,42.373486,-71.120695,1,rooftop,02138,City of Cambridge
Monica's Beauty Salon,Closed,NA,377 Walden St,(617) 868-8828,NA,NA,NA,NA,2020-03-22T10:18:41Z,377 Walden St,42.383715,-71.13438,1,rooftop,02138,City of Cambridge
Montrose Spa,Open,NA,1646 Mass. Ave.,(617) 547-5053,NA,https://www.facebook.com/montrosespacambridge/,NA,NA,2020-03-22T21:09:29Z,1646 Massachusetts Ave,42.381238,-71.119977,1,rooftop,02138,City of Cambridge
Moona,Open,"Delivery
Take Out",243 Hampshire Street,NA,https://www.moonarestaurant.com/,https://www.facebook.com/MoonaCambridge/?view_public_for=124987001267619,NA,https://www.instagram.com/moonarestaurant/,2020-04-07T22:17:00Z,243 Hampshire Street,42.374111,-71.101111,1,rooftop,02139,City of Cambridge
Mother Juice,Closed,NA,625 West Kendall Street,NA,https://www.motherjuice.com/,NA,NA,NA,2020-03-21T19:44:33Z,625 West Kendall Street,42.364494,-71.081952,1,rooftop,02141,City of Cambridge
Motto,Closed,Online Sales,26 Church St,NA,https://mottoharvardsq.com/,https://www.facebook.com/mottoharvardsq/,NA,https://www.instagram.com/mottoharvardsq/,2020-03-23T15:07:17Z,26 Church St,42.374315,-71.11997,1,rooftop,02138,City of Cambridge
Mozi Foot Spa,Closed,NA,2348 Mass. Ave.,NA,NA,NA,NA,NA,2020-03-22T18:15:26Z,2348 Massachusetts Ave,42.396051,-71.128978,1,rooftop,02140,City of Cambridge
Mr. Bartley's Burger Cottage,Closed,NA,1246 Mass Ave,NA,https://www.mrbartley.com/,https://www.facebook.com/Mr-Bartleys-Burger-Cottage-70204034175/,https://twitter.com/mrbartleys,https://www.instagram.com/mrbartleys/,2020-03-22T22:41:49Z,1246 Massachusetts Ave,42.372497,-71.116149,1,rooftop,02138,City of Cambridge
Mu Lan Restaurant,Open,"Delivery
Take Out",228 Broadway,617-441-8812,https://mulantaiwancambridge.com/,NA,NA,NA,2020-03-23T13:36:00Z,228 Broadway,42.366422,-71.094295,1,rooftop,02139,City of Cambridge
Mucky Kids Art Studio,Closed,Online Sales,2404 Mass Ave.,NA,https://www.muckykids.com/,NA,NA,NA,2020-03-23T13:36:00Z,2404 Massachusetts Ave,42.397278,-71.130351,1,rooftop,02140,City of Cambridge
Mudflat Gallery,Closed,NA,Porter Square Shopping Mall,NA,https://mudflat.org/mudflat-gallery-porter-square-cambridge,NA,NA,NA,2020-03-22T16:25:55Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Multicultural Arts Center,Closed,NA,41 Second St,NA,http://www.multiculturalartscenter.org/,https://www.facebook.com/MulticulturalArtsCenter/,https://twitter.com/MulticulturalAC,https://www.instagram.com/multiculturalac/?hl=en,2020-03-22T09:28:14Z,41 Second St,42.370098,-71.079133,1,rooftop,02141,City of Cambridge
Muqueca,Closed,NA,1008 Cambridge St,NA,http://muquecarestaurant.net/,https://www.facebook.com/muquecarestaurant,NA,NA,2020-03-22T09:28:14Z,1008 Cambridge St,42.372734,-71.093866,1,rooftop,02141,City of Cambridge
Naco Taco,Closed,NA,297 Massachusetts Ave,NA,https://www.nacocentral.com/,https://www.facebook.com/nacocentral,NA,https://www.instagram.com/nacocentral/,2020-03-22T12:26:32Z,297 Massachusetts Ave,42.362348,-71.098107,1,rooftop,02139,City of Cambridge
Nails 159,Closed,NA,159 Hampshire Street,617-714-5518,NA,NA,NA,NA,2020-03-21T21:01:51Z,159 Hampshire Street,42.371732,-71.098224,1,rooftop,02139,City of Cambridge
National Tire and Battery,Open,NA,2501 Mass. Ave.,NA,https://www.mavistire.com/locations/cambridge-ma.asp?ab=NTB&utm_source=yext&utm_medium=local&utm_campaign=local,NA,NA,NA,2020-03-22T17:56:00Z,2501 Massachusetts Ave,42.399491,-71.13236,1,rooftop,02140,City of Cambridge
Natural Healing Center,Closed,NA,2032 Mass Ave.,617-945-2892,http://naturalhealingcenterma.com/,https://www.facebook.com/pages/Natural-Healing-Center/1390195794552777?fref=ts,NA,NA,2020-03-22T17:08:33Z,2032 Massachusetts Ave,42.390713,-71.122164,1,rooftop,02140,City of Cambridge
New City Microcreamery,Open,Take Out,403 Massachusetts Ave.,NA,https://newcitymicrocreamery.com/,NA,NA,https://www.instagram.com/newcitymicrocreamery/,2020-03-28T11:40:36Z,403 Massachusetts Ave.,42.363579,-71.10006,1,rooftop,02139,City of Cambridge
New Deal Fish Market,Open,Take Out,622 Cambridge St,(617) 876-8227,https://www.newdealfishmarket.com/,https://www.facebook.com/newdealfishmarket/?_rdc=1&_rdr,https://twitter.com/NewDealFish,https://www.instagram.com/newdealfishmarket/,2020-03-23T13:36:00Z,622 Cambridge St,42.371821,-71.086781,1,rooftop,02141,City of Cambridge
New England Aikido,Closed,NA,2000 Mass. Ave.,NA,http://www.neaikikai.org/,https://www.facebook.com/Aikido-New-England-Aikikai-120480774630317/,NA,NA,2020-03-22T17:08:33Z,2000 Massachusetts Ave,42.390347,-71.121412,1,rooftop,02140,City of Cambridge
New England Comics,Closed,Online Sales,14A Eliot St.,NA,http://www.newenglandcomics.com/cgi-bin/stores/search.cgi?database=stores.csv&template=stores.htm&0_option=1&0=CAMBRIDGE,https://www.facebook.com/newenglandcomics/,http://www.newenglandcomics.com/cgi-bin/stores/search.cgi?database=stores.csv&template=stores.htm&0_option=1&0=CAMBRIDGE,NA,2020-03-23T16:28:45Z,14A Eliot St.,42.37218,-71.121593,0.9,rooftop,02138,City of Cambridge
Newbury Comics,Closed,Online Sales,36 JFK St.,NA,https://www.newburycomics.com/,NA,NA,NA,2020-03-23T15:23:43Z,36 JFK St.,42.372747,-71.119871,1,rooftop,02138,City of Cambridge
Newtowne Grille,Open,"Delivery
Take Out",1945 Mass. Ave.,617.661.0706,https://www.newtownegrille.com/cambridge/,https://www.facebook.com/NewtowneGrilleCambridge/,NA,NA,2020-03-23T13:36:00Z,1945 Massachusetts Ave,42.389759,-71.120095,1,rooftop,02140,City of Cambridge
Niche,Closed,NA,286 Broadway,857.706.1164,https://www.nicheplantshop.com/cambridge,NA,NA,NA,2020-04-23T12:06:50Z,286 Broadway,42.367993,-71.098095,1,rooftop,02139,City of Cambridge
Nine Tastes,Closed,NA,50 JFK St.,(617) 547-6666,https://www.9taste.com/,https://www.facebook.com/9TastesThaiRestaurant,https://twitter.com/9tastesThaiFood,https://www.instagram.com/ninetastesthai/,2020-04-19T11:03:10Z,50 JFK St.,42.372051,-71.120456,1,rooftop,02138,City of Cambridge
Nirvana - Taste of India,Open,"Delivery
Take Out",1680 Mass. Ave.,(617) 441-5566,https://www.nirvanacambridge.com/,https://www.facebook.com/NirvanaTheTasteOfIndia/,NA,NA,2020-03-27T18:19:44Z,1680 Massachusetts Ave,42.382433,-71.119841,1,rooftop,02138,City of Cambridge
Noir,Closed,NA,1 Bennett St.,NA,http://www.noir-bar.com/,NA,NA,NA,2020-03-23T16:28:45Z,1 Bennett St.,42.371992,-71.122511,1,rooftop,02138,City of Cambridge
Nomad,Closed,Online Sales,1771 Mass. Ave.,NA,https://nomadcambridge.com/,https://www.facebook.com/NomadCambridge,https://twitter.com/NomadCambridge,https://www.instagram.com/nomadcambridge/,2020-03-23T13:36:00Z,1771 Massachusetts Ave,42.385486,-71.119114,1,rooftop,02140,City of Cambridge
Noor Oriental Rugs,Closed,NA,769 Concord Ave,(617) 868-6667,https://noororientalrugs.com/,https://www.facebook.com/noororientalrugs/,NA,NA,2020-04-05T18:11:39Z,769 Concord Ave,42.390744,-71.154388,1,rooftop,02138,City of Cambridge
North Cambridge Laundromat,Open,NA,2410 Mass. Ave.,(617) 547 - 1337,https://www.northcambridgelaundry.com/,NA,NA,NA,2020-03-22T18:15:26Z,2410 Massachusetts Ave,42.397405,-71.130671,1,rooftop,02140,City of Cambridge
Nussli 118,Open,"Online Sales
Take Out",2259 Mass Ave.,NA,https://nussli118.com/,https://www.facebook.com/nussli118/,NA,https://www.instagram.com/nussli118/?hl=en,2020-03-23T13:36:00Z,2259 Massachusetts Ave,42.394429,-71.126641,1,rooftop,02140,City of Cambridge
Nyx Gallery,Closed,NA,12 Arrow St,NA,http://www.nyxgallery.com/,https://www.facebook.com/nyxgallery/,NA,NA,2020-03-27T18:19:44Z,12 Arrow St,42.371114,-71.114705,1,rooftop,02138,City of Cambridge
Oath Pizza,Open,"Delivery
Take Out",181 Mass. Ave,(617) 665-5351,https://oathpizza.com/node/195,NA,NA,NA,2020-03-23T13:36:00Z,181 Massachusetts Ave,42.361003,-71.095935,1,rooftop,02139,City of Cambridge
Oberon - American Repertory Theater,Closed,NA,2 Arrow St,NA,https://americanrepertorytheater.org/venue/oberon/,NA,NA,NA,2020-03-22T22:07:02Z,2 Arrow St,42.370947,-71.114303,1,rooftop,02138,City of Cambridge
Oggi Gourmet,Open,"Delivery
Take Out",30 Dunster St.,617-492-6444,http://www.oggigourmet.com/,NA,NA,NA,2020-03-23T13:36:00Z,30 Dunster St.,42.372466,-71.119136,1,rooftop,02138,City of Cambridge
Ole/Olecito,Open,"Delivery
Take Out",11 Springfield Street,617-492-4495,https://www.olerestaurantgroup.com/,https://www.facebook.com/olemexicanrestaurant/?ref=bookmarks,https://twitter.com/Olerestogroup,NA,2020-03-23T13:36:00Z,11 Springfield Street,42.374104,-71.100348,1,rooftop,02139,City of Cambridge
Oleana,Closed,NA,134 Hampshire Street,NA,https://www.oleanarestaurant.com/,https://www.facebook.com/OleanaRestaurant/,https://twitter.com/OleanaBuzz?lang=en,https://www.instagram.com/oleanabuzz/?hl=en,2020-03-21T21:14:56Z,134 Hampshire Street,42.370554,-71.097126,1,rooftop,02139,City of Cambridge
Olive Café,Open,"Delivery
Take Out",43 Gore St,617-876-4189,https://www.olivecafe.net/,https://www.facebook.com/pages/Olive-Cafe/111706242197739,NA,NA,2020-03-23T13:36:00Z,43 Gore St,42.371782,-71.079538,1,rooftop,02141,City of Cambridge
Olympia Fencing Center,Closed,NA,127 Smith Place,NA,https://olympiafencingcenter.com/,https://www.facebook.com/OlympiaFencingCenter/,NA,NA,2020-04-10T16:39:18Z,127 Smith Place,42.393844,-71.150424,1,rooftop,02138,City of Cambridge
On the Spot Computer Repairs,Open,NA,819B Cambridge St,(617) 652-0484,https://www.onthespotrepairs.com/,NA,NA,NA,2020-03-22T09:33:14Z,819B Cambridge St,42.372492,-71.090463,0.9,rooftop,02141,City of Cambridge
One Ramen,Open,Delivery,1759 Mass. Ave,(617) 864-6299,https://oneramencambridge.com/,NA,NA,NA,2020-03-23T13:46:59Z,1759 Massachusetts Ave,42.385177,-71.119174,1,rooftop,02140,City of Cambridge
Orange Theory Fitness,Closed,NA,270 Third Street,NA,https://kendallsquare.orangetheoryfitness.com/,NA,NA,NA,2020-03-21T19:44:33Z,270 Third Street,42.365949,-71.082095,1,rooftop,02141,City of Cambridge
Orient Sunshine Wellness Center,Closed,NA,91 Blachard Rd,NA,https://orientsunshine.org/,NA,NA,NA,2020-03-22T13:43:54Z,91 Blanchard Rd,42.394189,-71.158042,1,rooftop,02138,City of Cambridge
Orinoco,Open,Delivery,56 JFK St.,617-354-6900,https://www.orinocokitchen.com/orinoco-cambridge,https://www.facebook.com/orinocokitchen/,https://twitter.com/orinocokitchen,https://www.instagram.com/orinocokitchen/,2020-03-23T13:46:59Z,56 JFK St.,42.371797,-71.120616,1,rooftop,02138,City of Cambridge
Otto,Open,"Delivery
Take Out",1432 Mass. Ave.,617-873-0888,https://www.ottoportland.com/locations/massachusetts/harvard-square-1432-mass-ave,NA,NA,NA,2020-03-23T13:46:59Z,1432 Massachusetts Ave,42.374096,-71.119074,1,rooftop,02138,City of Cambridge
Outpost 186,Closed,NA,186 1/2 Hampshire Street,NA,https://www.outpost186.live/,NA,NA,NA,2020-03-21T21:01:51Z,186 1/2 Hampshire Street,42.365721,-71.091095,1,range_interpolation,02139,TIGER/Line® dataset from the US Census Bureau
Pacheco Jewelers,Closed,NA,599 Cambridge St,617-494-0501,https://www.pachecojewelers.com/,https://www.facebook.com/PachecoJewelers/,https://twitter.com/pachecojewelers,https://www.instagram.com/pachecojewelers/,2020-04-05T18:11:39Z,599 Cambridge St,42.371958,-71.086115,1,rooftop,02141,City of Cambridge
Paddy's Lunch,Closed,Online Sales,260 Walden St,NA,https://paddys34.com/,NA,https://twitter.com/paddys34,https://www.instagram.com/paddys34/,2020-03-23T13:46:59Z,260 Walden St,42.386006,-71.13123,1,rooftop,02140,City of Cambridge
Pagu,Closed,NA,310 Massachusetts Ave,NA,http://www.gopagu.com/,https://www.facebook.com/GoPAGU/,NA,https://www.instagram.com/p/B9xRKEpAnKS/,2020-03-22T12:10:16Z,310 Massachusetts Ave,42.362238,-71.09868,1,rooftop,02139,City of Cambridge
Paine Senior Services,Open,NA,3 Church St.,617-864-2580,NA,https://www.facebook.com/Paine-Senior-Services-269844246395825/,NA,NA,2020-03-29T14:12:15Z,3 Church St.,42.374458,-71.119559,1,rooftop,02138,City of Cambridge
Pammy's,Open,Take Out,928 Massachusetts Ave,(617) 945-1761,https://www.pammyscambridge.com/,NA,NA,https://www.instagram.com/pammyscambridge/,2020-03-23T13:46:59Z,928 Massachusetts Ave,42.368472,-71.109217,1,rooftop,02139,City of Cambridge
Pandemonium Books & Games,Closed,Online Sales,4 Pleasant St,NA,https://www.pandemoniumbooks.com/,https://www.facebook.com/PandemoniumBooks/,NA,NA,2020-03-23T13:46:59Z,4 Pleasant St,42.366114,-71.105629,1,rooftop,02139,City of Cambridge
Panera Bread,Open,"Delivery
Take Out",Porter Square Shopping Mall,(617) 547-0816,https://locations.panerabread.com/ma/cambridge/5-white-street.html,https://www.facebook.com/PaneraBreadCambridgeMA202115/,NA,NA,2020-03-23T13:46:59Z,Porter Square Shopping Mall,42.38891,-71.119316,1,street_center,02140,TIGER/Line® dataset from the US Census Bureau
Paper Source,Closed,NA,1802 Mass Ave.,NA,https://store-locator.papersource.com/locations/store/ma-cambridge,NA,NA,NA,2020-03-22T19:45:31Z,1802 Massachusetts Ave,42.3864,-71.119428,1,rooftop,02140,City of Cambridge
Parise Cleaners,Closed,NA,14 Warren St,(617) 547-9070,NA,NA,NA,NA,2020-04-11T17:27:52Z,14 Warren St,42.372552,-71.088083,1,rooftop,02141,City of Cambridge
PARK Restaurant & Bar,Closed,NA,59 JFK St.,NA,https://parkcambridge.com/,https://www.facebook.com/parkcambridge,https://twitter.com/PARKCambridge,https://www.instagram.com/PARKcambridge/,2020-03-23T15:51:55Z,59 JFK St.,42.371877,-71.12087,1,rooftop,02138,City of Cambridge
Parrelli Optical,Open,NA,1 Porter Square,NA,https://www.parrellioptical.com/,NA,NA,NA,2020-03-22T16:25:55Z,1 Porter Square,42.388587,-71.118688,1,rooftop,02140,City of Cambridge
Parsnip Restaurant,Closed,NA,91 Winthrop St.,NA,http://www.parsniprestaurant.com/,https://www.facebook.com/parsniprestaurant/,NA,https://www.instagram.com/parsnipdining/,2020-03-23T16:12:37Z,91 Winthrop St.,42.372439,-71.120974,1,rooftop,02138,City of Cambridge
Partners Urgent Café,Open,NA,All locations,NA,https://partnersurgentcare.org/,NA,NA,NA,2020-03-22T19:45:31Z,NA,NA,NA,NA,NA,NA,NA
Passage to India,Open,Delivery,1900 Mass Ave.,(617) 497-6113,http://www.passageindia.com/index.php,https://www.facebook.com/passagetoindiacambridge/,NA,NA,2020-03-23T13:46:59Z,1900 Massachusetts Ave,42.388774,-71.119806,1,rooftop,02140,City of Cambridge
Pavement Coffeehouse,Closed,NA,1350 Mass Ave.,NA,https://pavementcoffeehouse.com/,https://www.facebook.com/pavementcoffeehouse/,NA,NA,2020-03-23T08:25:23Z,1350 Massachusetts Ave,42.372971,-71.11848,1,rooftop,02138,City of Cambridge
Pearce Law,Open,NA,2067 Mass. Ave.,617-820-5111,NA,NA,NA,NA,2020-03-23T16:28:45Z,2067 Massachusetts Ave,42.391478,-71.123102,1,rooftop,02140,City of Cambridge
Pemberton Market,Open,Delivery,2225 Mass. Ave,(617) 491-2244,https://pembertonmarketplace.com/,https://www.facebook.com/Pembertonfarms/,https://twitter.com/Pembertonfarms,https://www.instagram.com/pembertonfarms/,2020-03-23T13:46:59Z,2225 Massachusetts Ave,42.393779,-71.125793,1,rooftop,02140,City of Cambridge
